track_title,track_composers,track_genres,track_styles,track_moods,track_themes,album_title,album_release_date,album_duration,album_styles,album_recording_date,album_recording_location,album_moods,album_themes,album_rating
Nothing As It Seems,Jeff Ament,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angst-Ridden, Brooding, Bittersweet, Earnest, Reflective, Searching, Sentimental, Wistful, Yearning","Introspection, Reflection, Regret, Reminiscing",Binaural,2000,51:58,Alternative Pop/RockAlternative/Indie RockGrungeHard Rock,,"Studio Litho, Seattle, WA","Autumnal, Brooding, Urgent, Aggressive, Angst-Ridden, Bittersweet, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Passionate, Poignant, Reflective, Warm, Angry, Bitter, Brash, Cathartic, Earnest, Fiery, Intense, Provocative, Reverent, Rollicking, Rousing, Wistful, Cerebral, Plaintive","Cool & Cocky, Introspection, Passion, Reflection, Hanging Out, Imagination, Yearning, Night Driving, Rainy Day",4.0
Thin Air,Stone Gossard,Pop/Rock,"Alternative/Indie Rock, Grunge","Laid-Back/Mellow, Yearning",In Love,Binaural,2000,51:58,Alternative Pop/RockAlternative/Indie RockGrungeHard Rock,,"Studio Litho, Seattle, WA","Autumnal, Brooding, Urgent, Aggressive, Angst-Ridden, Bittersweet, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Passionate, Poignant, Reflective, Warm, Angry, Bitter, Brash, Cathartic, Earnest, Fiery, Intense, Provocative, Reverent, Rollicking, Rousing, Wistful, Cerebral, Plaintive","Cool & Cocky, Introspection, Passion, Reflection, Hanging Out, Imagination, Yearning, Night Driving, Rainy Day",4.0
Insignificance,Eddie Vedder,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Cathartic, Fiery, Intense, Outraged, Uncompromising, Visceral, Volatile, Angry, Angst-Ridden, Brooding, Confrontational, Dramatic, Harsh, Menacing, Provocative, Rebellious","Revolution, Introspection, Politics/Society",Binaural,2000,51:58,Alternative Pop/RockAlternative/Indie RockGrungeHard Rock,,"Studio Litho, Seattle, WA","Autumnal, Brooding, Urgent, Aggressive, Angst-Ridden, Bittersweet, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Passionate, Poignant, Reflective, Warm, Angry, Bitter, Brash, Cathartic, Earnest, Fiery, Intense, Provocative, Reverent, Rollicking, Rousing, Wistful, Cerebral, Plaintive","Cool & Cocky, Introspection, Passion, Reflection, Hanging Out, Imagination, Yearning, Night Driving, Rainy Day",4.0
Of the Girl,Stone Gossard,Pop/Rock,"Alternative/Indie Rock, Grunge",Laid-Back/Mellow,,Binaural,2000,51:58,Alternative Pop/RockAlternative/Indie RockGrungeHard Rock,,"Studio Litho, Seattle, WA","Autumnal, Brooding, Urgent, Aggressive, Angst-Ridden, Bittersweet, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Passionate, Poignant, Reflective, Warm, Angry, Bitter, Brash, Cathartic, Earnest, Fiery, Intense, Provocative, Reverent, Rollicking, Rousing, Wistful, Cerebral, Plaintive","Cool & Cocky, Introspection, Passion, Reflection, Hanging Out, Imagination, Yearning, Night Driving, Rainy Day",4.0
Grievance,Eddie Vedder,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Cathartic, Fiery, Intense, Outraged, Uncompromising, Visceral, Volatile, Angry, Angst-Ridden, Brooding, Confrontational, Dramatic, Harsh, Menacing, Provocative, Rebellious","Revolution, Introspection, Drinking, Politics/Society",Binaural,2000,51:58,Alternative Pop/RockAlternative/Indie RockGrungeHard Rock,,"Studio Litho, Seattle, WA","Autumnal, Brooding, Urgent, Aggressive, Angst-Ridden, Bittersweet, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Passionate, Poignant, Reflective, Warm, Angry, Bitter, Brash, Cathartic, Earnest, Fiery, Intense, Provocative, Reverent, Rollicking, Rousing, Wistful, Cerebral, Plaintive","Cool & Cocky, Introspection, Passion, Reflection, Hanging Out, Imagination, Yearning, Night Driving, Rainy Day",4.0
Rival,Stone Gossard,Pop/Rock,"Alternative/Indie Rock, Grunge",Brooding,"Jealousy, Motivation",Binaural,2000,51:58,Alternative Pop/RockAlternative/Indie RockGrungeHard Rock,,"Studio Litho, Seattle, WA","Autumnal, Brooding, Urgent, Aggressive, Angst-Ridden, Bittersweet, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Passionate, Poignant, Reflective, Warm, Angry, Bitter, Brash, Cathartic, Earnest, Fiery, Intense, Provocative, Reverent, Rollicking, Rousing, Wistful, Cerebral, Plaintive","Cool & Cocky, Introspection, Passion, Reflection, Hanging Out, Imagination, Yearning, Night Driving, Rainy Day",4.0
Sleight of Hand,"Jeff Ament, Eddie Vedder",Pop/Rock,"Alternative/Indie Rock, Grunge",Brooding,,Binaural,2000,51:58,Alternative Pop/RockAlternative/Indie RockGrungeHard Rock,,"Studio Litho, Seattle, WA","Autumnal, Brooding, Urgent, Aggressive, Angst-Ridden, Bittersweet, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Passionate, Poignant, Reflective, Warm, Angry, Bitter, Brash, Cathartic, Earnest, Fiery, Intense, Provocative, Reverent, Rollicking, Rousing, Wistful, Cerebral, Plaintive","Cool & Cocky, Introspection, Passion, Reflection, Hanging Out, Imagination, Yearning, Night Driving, Rainy Day",4.0
Soon Forget,Eddie Vedder,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Post-Grunge","Earnest, Intense, Quirky, Tense/Anxious, Intimate, Precious, Self-Conscious, Delicate, Sad, Gentle, Innocent, Poignant, Searching, Wistful, Witty, Yearning","Introspection, Late Night, Drinking, Reminiscing, Solitude, Reflection, Summer, Rainy Day",Binaural,2000,51:58,Alternative Pop/RockAlternative/Indie RockGrungeHard Rock,,"Studio Litho, Seattle, WA","Autumnal, Brooding, Urgent, Aggressive, Angst-Ridden, Bittersweet, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Passionate, Poignant, Reflective, Warm, Angry, Bitter, Brash, Cathartic, Earnest, Fiery, Intense, Provocative, Reverent, Rollicking, Rousing, Wistful, Cerebral, Plaintive","Cool & Cocky, Introspection, Passion, Reflection, Hanging Out, Imagination, Yearning, Night Driving, Rainy Day",4.0
Parting Ways,Eddie Vedder,Pop/Rock,"Alternative/Indie Rock, Grunge",Brooding,"Feeling Blue, In Love, Loss/Grief",Binaural,2000,51:58,Alternative Pop/RockAlternative/Indie RockGrungeHard Rock,,"Studio Litho, Seattle, WA","Autumnal, Brooding, Urgent, Aggressive, Angst-Ridden, Bittersweet, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Passionate, Poignant, Reflective, Warm, Angry, Bitter, Brash, Cathartic, Earnest, Fiery, Intense, Provocative, Reverent, Rollicking, Rousing, Wistful, Cerebral, Plaintive","Cool & Cocky, Introspection, Passion, Reflection, Hanging Out, Imagination, Yearning, Night Driving, Rainy Day",4.0
Can't Keep,Eddie Vedder,"International, Pop/Rock","Alternative/Indie Rock, Grunge, Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage","Angry, Brooding, Yearning, Nostalgic, Sentimental",,Riot Act,2002,54:09,Alternative Pop/RockAlternative/Indie RockGrungeHard RockPost-Grunge,,"Space Studio, On Aurora","Aggressive, Cathartic, Earnest, Energetic, Exuberant, Fiery, Intense, Passionate, Rousing, Volatile, Yearning",Freedom,4.0
Save You,"Jeff Ament, Matt Cameron, Stone Gossard, Mike McCready, Eddie Vedder",Pop/Rock,"Alternative Pop/Rock, Hard Rock, Alternative/Indie Rock, Grunge","Angst-Ridden, Brooding, Cathartic, Earnest, Fiery, Intense, Urgent, Visceral, Bittersweet, Dramatic, Energetic, Aggressive, Poignant, Rousing, Yearning, Raucous","Empowerment, In Love, Revolution",Riot Act,2002,54:09,Alternative Pop/RockAlternative/Indie RockGrungeHard RockPost-Grunge,,"Space Studio, On Aurora","Aggressive, Cathartic, Earnest, Energetic, Exuberant, Fiery, Intense, Passionate, Rousing, Volatile, Yearning",Freedom,4.0
Love Boat Captain,"Boom Gaspar, Eddie Vedder",Pop/Rock,"Alternative Pop/Rock, Hard Rock, Alternative/Indie Rock, Grunge","Autumnal, Brooding, Earnest, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Melancholy, Searching, Visceral, Passionate, Poignant, Reflective, Yearning","Empowerment, In Love, Revolution",Riot Act,2002,54:09,Alternative Pop/RockAlternative/Indie RockGrungeHard RockPost-Grunge,,"Space Studio, On Aurora","Aggressive, Cathartic, Earnest, Energetic, Exuberant, Fiery, Intense, Passionate, Rousing, Volatile, Yearning",Freedom,4.0
Cropduster,"Matt Cameron, Eddie Vedder",Pop/Rock,"Alternative/Indie Rock, Grunge, Contemporary Pop/Rock","Brooding, Optimistic, Romantic, Yearning","Feeling Blue, Loss/Grief",Riot Act,2002,54:09,Alternative Pop/RockAlternative/Indie RockGrungeHard RockPost-Grunge,,"Space Studio, On Aurora","Aggressive, Cathartic, Earnest, Energetic, Exuberant, Fiery, Intense, Passionate, Rousing, Volatile, Yearning",Freedom,4.0
Ghost,"Jeff Ament, Eddie Vedder",Pop/Rock,Contemporary Pop/Rock,"Dramatic, Yearning",,Riot Act,2002,54:09,Alternative Pop/RockAlternative/Indie RockGrungeHard RockPost-Grunge,,"Space Studio, On Aurora","Aggressive, Cathartic, Earnest, Energetic, Exuberant, Fiery, Intense, Passionate, Rousing, Volatile, Yearning",Freedom,4.0
I Am Mine,Eddie Vedder,Pop/Rock,"Alternative Pop/Rock, Hard Rock, Alternative/Indie Rock, Grunge, Contemporary Pop/Rock","Autumnal, Earnest, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Melancholy, Searching, Visceral, Brooding, Laid-Back/Mellow, Passionate, Poignant, Reflective, Yearning, Nostalgic, Romantic, Sentimental","Empowerment, Feeling Blue, In Love, Loss/Grief, Revolution",Riot Act,2002,54:09,Alternative Pop/RockAlternative/Indie RockGrungeHard RockPost-Grunge,,"Space Studio, On Aurora","Aggressive, Cathartic, Earnest, Energetic, Exuberant, Fiery, Intense, Passionate, Rousing, Volatile, Yearning",Freedom,4.0
Thumbing My Way,Eddie Vedder,Pop/Rock,"Alternative/Indie Rock, Grunge, Contemporary Pop/Rock","Ethereal, Laid-Back/Mellow, Yearning, Dreamy, Intimate, Sentimental",,Riot Act,2002,54:09,Alternative Pop/RockAlternative/Indie RockGrungeHard RockPost-Grunge,,"Space Studio, On Aurora","Aggressive, Cathartic, Earnest, Energetic, Exuberant, Fiery, Intense, Passionate, Rousing, Volatile, Yearning",Freedom,4.0
You Are,"Matt Cameron, Eddie Vedder",Pop/Rock,"Alternative/Indie Rock, Grunge, Contemporary Pop/Rock","Brooding, Yearning, Sentimental",In Love,Riot Act,2002,54:09,Alternative Pop/RockAlternative/Indie RockGrungeHard RockPost-Grunge,,"Space Studio, On Aurora","Aggressive, Cathartic, Earnest, Energetic, Exuberant, Fiery, Intense, Passionate, Rousing, Volatile, Yearning",Freedom,4.0
Get Right,Matt Cameron,Pop/Rock,"Alternative/Indie Rock, Grunge",Yearning,"Seduction, Sex",Riot Act,2002,54:09,Alternative Pop/RockAlternative/Indie RockGrungeHard RockPost-Grunge,,"Space Studio, On Aurora","Aggressive, Cathartic, Earnest, Energetic, Exuberant, Fiery, Intense, Passionate, Rousing, Volatile, Yearning",Freedom,4.0
Green Disease,Eddie Vedder,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Hard Rock, Contemporary Pop/Rock","Brooding, Cathartic, Earnest, Urgent, Visceral, Bittersweet, Energetic, Yearning, Amiable/Good-Natured, Autumnal, Dramatic, Lively","Empowerment, Revolution",Riot Act,2002,54:09,Alternative Pop/RockAlternative/Indie RockGrungeHard RockPost-Grunge,,"Space Studio, On Aurora","Aggressive, Cathartic, Earnest, Energetic, Exuberant, Fiery, Intense, Passionate, Rousing, Volatile, Yearning",Freedom,4.0
Help Help,Jeff Ament,Pop/Rock,Contemporary Pop/Rock,Dramatic,,Riot Act,2002,54:09,Alternative Pop/RockAlternative/Indie RockGrungeHard RockPost-Grunge,,"Space Studio, On Aurora","Aggressive, Cathartic, Earnest, Energetic, Exuberant, Fiery, Intense, Passionate, Rousing, Volatile, Yearning",Freedom,4.0
Bu$hleaguer,"Stone Gossard, Eddie Vedder",Pop/Rock,"Alternative/Indie Rock, Grunge, Contemporary Pop/Rock","Brooding, Lively, Nostalgic, Yearning",,Riot Act,2002,54:09,Alternative Pop/RockAlternative/Indie RockGrungeHard RockPost-Grunge,,"Space Studio, On Aurora","Aggressive, Cathartic, Earnest, Energetic, Exuberant, Fiery, Intense, Passionate, Rousing, Volatile, Yearning",Freedom,4.0
1/2 Full,"Jeff Ament, Eddie Vedder",Pop/Rock,"Alternative/Indie Rock, Grunge, Contemporary Pop/Rock","Rousing, Optimistic",,Riot Act,2002,54:09,Alternative Pop/RockAlternative/Indie RockGrungeHard RockPost-Grunge,,"Space Studio, On Aurora","Aggressive, Cathartic, Earnest, Energetic, Exuberant, Fiery, Intense, Passionate, Rousing, Volatile, Yearning",Freedom,4.0
All or None,Eddie Vedder,,,,,Riot Act,2002,54:09,Alternative Pop/RockAlternative/Indie RockGrungeHard RockPost-Grunge,,"Space Studio, On Aurora","Aggressive, Cathartic, Earnest, Energetic, Exuberant, Fiery, Intense, Passionate, Rousing, Volatile, Yearning",Freedom,4.0
All Or None,"Stone Gossard, Eddie Vedder",Pop/Rock,"Alternative/Indie Rock, Grunge, Contemporary Pop/Rock","Brooding, Laid-Back/Mellow, Intimate, Sensual, Sentimental, Yearning","Feeling Blue, Loss/Grief",Riot Act,2002,54:09,Alternative Pop/RockAlternative/Indie RockGrungeHard RockPost-Grunge,,"Space Studio, On Aurora","Aggressive, Cathartic, Earnest, Energetic, Exuberant, Fiery, Intense, Passionate, Rousing, Volatile, Yearning",Freedom,4.0
Life Wasted,"Stone Gossard, Eddie Vedder",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Hard Rock, Album Rock","Aggressive, Autumnal, Bittersweet, Brooding, Cathartic, Earnest, Fiery, Passionate, Raucous, Rousing, Searching, Tense/Anxious, Urgent, Visceral, Yearning, Angst-Ridden, Dramatic, Energetic, Exuberant, Melancholy, Intense, Playful, Poignant, Reflective","Empowerment, Feeling Blue, Hanging Out, In Love, Introspection, Late Night, Loss/Grief, Reflection, Revolution",Pearl Jam,2006,49:37,Alternative Pop/RockAlternative/Indie RockHard RockGrunge,,"Studio X, Seattle, WA","Aggressive, Cathartic, Earnest, Passionate, Rousing, Searching, Urgent, Yearning, Exuberant, Intense, Playful","Hanging Out, Introspection, Reflection, Revolution",4.5
World Wide Suicide,Eddie Vedder,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Hard Rock, Grunge","Aggressive, Autumnal, Brooding, Cathartic, Earnest, Passionate, Rousing, Searching, Urgent, Visceral, Yearning, Angst-Ridden, Bittersweet, Dramatic, Exuberant, Melancholy, Reflective, Intense, Playful, Poignant","Reflection, Empowerment, Hanging Out, In Love, Introspection, Late Night, Revolution",Pearl Jam,2006,49:37,Alternative Pop/RockAlternative/Indie RockHard RockGrunge,,"Studio X, Seattle, WA","Aggressive, Cathartic, Earnest, Passionate, Rousing, Searching, Urgent, Yearning, Exuberant, Intense, Playful","Hanging Out, Introspection, Reflection, Revolution",4.5
Comatose,"Stone Gossard, Mike McCready, Eddie Vedder",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Hard Rock, Grunge","Aggressive, Autumnal, Cathartic, Earnest, Passionate, Raucous, Rousing, Searching, Tense/Anxious, Urgent, Visceral, Yearning, Dramatic, Exuberant, Melancholy, Angry, Angst-Ridden, Brash, Energetic, Fiery, Intense, Playful, Reflective","Empowerment, Feeling Blue, Hanging Out, In Love, Introspection, Late Night, Loss/Grief, Reflection, Revolution",Pearl Jam,2006,49:37,Alternative Pop/RockAlternative/Indie RockHard RockGrunge,,"Studio X, Seattle, WA","Aggressive, Cathartic, Earnest, Passionate, Rousing, Searching, Urgent, Yearning, Exuberant, Intense, Playful","Hanging Out, Introspection, Reflection, Revolution",4.5
Severed Hand,Eddie Vedder,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Hard Rock, Grunge","Aggressive, Autumnal, Brooding, Earnest, Rousing, Urgent, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Exuberant, Melancholy, Searching, Visceral, Atmospheric, Intense, Passionate, Playful, Poignant, Reflective, Yearning","Empowerment, Hanging Out, In Love, Introspection, Late Night, Reflection, Revolution",Pearl Jam,2006,49:37,Alternative Pop/RockAlternative/Indie RockHard RockGrunge,,"Studio X, Seattle, WA","Aggressive, Cathartic, Earnest, Passionate, Rousing, Searching, Urgent, Yearning, Exuberant, Intense, Playful","Hanging Out, Introspection, Reflection, Revolution",4.5
Marker in the Sand,"Mike McCready, Eddie Vedder",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Hard Rock, Grunge","Aggressive, Angst-Ridden, Bittersweet, Brooding, Cathartic, Dramatic, Earnest, Fiery, Passionate, Rousing, Searching, Urgent, Visceral, Yearning, Energetic, Exuberant, Intense, Playful, Reflective, Poignant","Empowerment, Hanging Out, Introspection, Late Night, Reflection, Revolution",Pearl Jam,2006,49:37,Alternative Pop/RockAlternative/Indie RockHard RockGrunge,,"Studio X, Seattle, WA","Aggressive, Cathartic, Earnest, Passionate, Rousing, Searching, Urgent, Yearning, Exuberant, Intense, Playful","Hanging Out, Introspection, Reflection, Revolution",4.5
Parachutes,"Stone Gossard, Eddie Vedder",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Hard Rock, Grunge","Aggressive, Cathartic, Earnest, Passionate, Rousing, Searching, Urgent, Visceral, Yearning, Exuberant, Intense, Playful, Reflective","Hanging Out, Introspection, Late Night, Reflection, Revolution",Pearl Jam,2006,49:37,Alternative Pop/RockAlternative/Indie RockHard RockGrunge,,"Studio X, Seattle, WA","Aggressive, Cathartic, Earnest, Passionate, Rousing, Searching, Urgent, Yearning, Exuberant, Intense, Playful","Hanging Out, Introspection, Reflection, Revolution",4.5
Unemployable,"Matt Cameron, Mike McCready, Eddie Vedder",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Hard Rock, Grunge","Aggressive, Bittersweet, Brooding, Cathartic, Earnest, Fiery, Passionate, Rousing, Searching, Urgent, Visceral, Yearning, Angst-Ridden, Dramatic, Energetic, Exuberant, Intense, Playful, Poignant, Reflective","Empowerment, Hanging Out, Introspection, Late Night, Reflection, Revolution",Pearl Jam,2006,49:37,Alternative Pop/RockAlternative/Indie RockHard RockGrunge,,"Studio X, Seattle, WA","Aggressive, Cathartic, Earnest, Passionate, Rousing, Searching, Urgent, Yearning, Exuberant, Intense, Playful","Hanging Out, Introspection, Reflection, Revolution",4.5
Big Wave,"Jeff Ament, Eddie Vedder",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Hard Rock, Grunge","Aggressive, Angst-Ridden, Autumnal, Cathartic, Earnest, Fiery, Passionate, Raucous, Rousing, Searching, Tense/Anxious, Urgent, Visceral, Yearning, Dramatic, Exuberant, Melancholy, Intense, Playful, Reflective","Empowerment, Feeling Blue, Hanging Out, In Love, Introspection, Late Night, Loss/Grief, Reflection, Revolution",Pearl Jam,2006,49:37,Alternative Pop/RockAlternative/Indie RockHard RockGrunge,,"Studio X, Seattle, WA","Aggressive, Cathartic, Earnest, Passionate, Rousing, Searching, Urgent, Yearning, Exuberant, Intense, Playful","Hanging Out, Introspection, Reflection, Revolution",4.5
Gone,Eddie Vedder,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Hard Rock, Grunge","Aggressive, Autumnal, Brooding, Earnest, Rousing, Urgent, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Exuberant, Melancholy, Searching, Visceral, Intense, Passionate, Playful, Poignant, Reflective, Yearning","Empowerment, Hanging Out, In Love, Introspection, Late Night, Reflection, Revolution",Pearl Jam,2006,49:37,Alternative Pop/RockAlternative/Indie RockHard RockGrunge,,"Studio X, Seattle, WA","Aggressive, Cathartic, Earnest, Passionate, Rousing, Searching, Urgent, Yearning, Exuberant, Intense, Playful","Hanging Out, Introspection, Reflection, Revolution",4.5
Wasted Reprise,"Stone Gossard, Eddie Vedder",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Hard Rock, Grunge","Aggressive, Autumnal, Brooding, Cathartic, Earnest, Passionate, Rousing, Searching, Urgent, Visceral, Yearning, Angst-Ridden, Bittersweet, Dramatic, Exuberant, Melancholy, Intense, Playful, Poignant, Reflective","Empowerment, Hanging Out, Introspection, Late Night, Reflection, Revolution",Pearl Jam,2006,49:37,Alternative Pop/RockAlternative/Indie RockHard RockGrunge,,"Studio X, Seattle, WA","Aggressive, Cathartic, Earnest, Passionate, Rousing, Searching, Urgent, Yearning, Exuberant, Intense, Playful","Hanging Out, Introspection, Reflection, Revolution",4.5
Army Reserve,"Jeff Ament, Damien Echols, Eddie Vedder",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Hard Rock, Grunge","Aggressive, Angry, Angst-Ridden, Bitter, Brooding, Cathartic, Confrontational, Earnest, Fiery, Freewheeling, Passionate, Raucous, Reckless, Rousing, Searching, Tense/Anxious, Urgent, Visceral, Yearning, Exuberant, Intense, Playful, Reflective","Empowerment, Hanging Out, Introspection, Late Night, Reflection, Revolution",Pearl Jam,2006,49:37,Alternative Pop/RockAlternative/Indie RockHard RockGrunge,,"Studio X, Seattle, WA","Aggressive, Cathartic, Earnest, Passionate, Rousing, Searching, Urgent, Yearning, Exuberant, Intense, Playful","Hanging Out, Introspection, Reflection, Revolution",4.5
Come Back,"Mike McCready, Eddie Vedder",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Hard Rock, Grunge","Aggressive, Cathartic, Earnest, Passionate, Rousing, Searching, Urgent, Visceral, Yearning, Exuberant, Intense, Playful, Reflective","Hanging Out, Introspection, Late Night, Reflection, Revolution",Pearl Jam,2006,49:37,Alternative Pop/RockAlternative/Indie RockHard RockGrunge,,"Studio X, Seattle, WA","Aggressive, Cathartic, Earnest, Passionate, Rousing, Searching, Urgent, Yearning, Exuberant, Intense, Playful","Hanging Out, Introspection, Reflection, Revolution",4.5
Inside Job,"Mike McCready, Eddie Vedder",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Hard Rock","Aggressive, Angst-Ridden, Bittersweet, Brooding, Cathartic, Dramatic, Earnest, Fiery, Melancholy, Passionate, Rousing, Searching, Urgent, Visceral, Yearning, Energetic, Exuberant, Intense, Playful, Poignant, Reflective","Empowerment, Hanging Out, Introspection, Late Night, Reflection, Revolution",Pearl Jam,2006,49:37,Alternative Pop/RockAlternative/Indie RockHard RockGrunge,,"Studio X, Seattle, WA","Aggressive, Cathartic, Earnest, Passionate, Rousing, Searching, Urgent, Yearning, Exuberant, Intense, Playful","Hanging Out, Introspection, Reflection, Revolution",4.5
Gonna See My Friend,Eddie Vedder,,,,,Backspacer,2009,36:33,Alternative Pop/RockAlternative/Indie RockHard Rock,"February 16, 2009 - April 30, 2009",,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution",4.5
Got Some,"Jeff Ament, Eddie Vedder",,,,,Backspacer,2009,36:33,Alternative Pop/RockAlternative/Indie RockHard Rock,"February 16, 2009 - April 30, 2009",,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution",4.5
The Fixer,"Matt Cameron, Stone Gossard, Mike McCready, Eddie Vedder",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Hard Rock, Album Rock","Freewheeling, Fun, Urgent, Aggressive, Ambitious, Bittersweet, Cathartic, Dramatic, Energetic, Tense/Anxious, Bravado, Bright, Brittle, Fiery, Passionate","Affirmation, Motivation, Empowerment, Revolution",Backspacer,2009,36:33,Alternative Pop/RockAlternative/Indie RockHard Rock,"February 16, 2009 - April 30, 2009",,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution",4.5
Johnny Guitar,"Matt Cameron, Stone Gossard, Eddie Vedder",,,,,Backspacer,2009,36:33,Alternative Pop/RockAlternative/Indie RockHard Rock,"February 16, 2009 - April 30, 2009",,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution",4.5
Just Breathe,Eddie Vedder,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Hard Rock","Calm/Peaceful, Warm, Autumnal, Confident, Earnest, Poignant, Reflective, Relaxed, Reserved, Weary","Affection/Fondness, Affirmation, Comfort, In Love, Stay in Bed, Sunday Afternoon",Backspacer,2009,36:33,Alternative Pop/RockAlternative/Indie RockHard Rock,"February 16, 2009 - April 30, 2009",,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution",4.5
Amongst The Waves,"Stone Gossard, Eddie Vedder",,,,,Backspacer,2009,36:33,Alternative Pop/RockAlternative/Indie RockHard Rock,"February 16, 2009 - April 30, 2009",,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution",4.5
Unthought Known,Eddie Vedder,,,,,Backspacer,2009,36:33,Alternative Pop/RockAlternative/Indie RockHard Rock,"February 16, 2009 - April 30, 2009",,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution",4.5
Supersonic,"Mike McCready, Eddie Vedder",,,,,Backspacer,2009,36:33,Alternative Pop/RockAlternative/Indie RockHard Rock,"February 16, 2009 - April 30, 2009",,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution",4.5
Speed Of Sound,Eddie Vedder,,,,,Backspacer,2009,36:33,Alternative Pop/RockAlternative/Indie RockHard Rock,"February 16, 2009 - April 30, 2009",,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution",4.5
