track_name,album_name,album_type,release_year,artists,duration,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,author,producer,track_composers,track_genres,track_styles,track_moods,track_themes,album_duration,album_styles,album_recording_date,album_recording_location,album_moods,album_themes,album_rating,billboard_hot_100_debut_date,billboard_hot_100_peak_pos,billboard_hot_100_peak_date,billboard_hot_100_weaks_on_chart,radio_songs_debut_date,radio_songs_peak_pos,radio_songs_peak_date,radio_songs_weaks_on_chart,hot_rock_&_alternative_songs_debut_date,hot_rock_&_alternative_songs_peak_pos,hot_rock_&_alternative_songs_peak_date,hot_rock_&_alternative_songs_weaks_on_chart,mainstream_rock_airplay_debut_date,mainstream_rock_airplay_peak_pos,mainstream_rock_airplay_peak_date,mainstream_rock_airplay_weaks_on_chart,alternative_airplay_debut_date,alternative_airplay_peak_pos,alternative_airplay_peak_date,alternative_airplay_weaks_on_chart,rock_digital_song_sales_debut_date,rock_digital_song_sales_peak_pos,rock_digital_song_sales_peak_date,rock_digital_song_sales_weaks_on_chart,alternative_digital_song_sales_debut_date,alternative_digital_song_sales_peak_pos,alternative_digital_song_sales_peak_date,alternative_digital_song_sales_weaks_on_chart,hot_rock_songs_debut_date,hot_rock_songs_peak_pos,hot_rock_songs_peak_date,hot_rock_songs_weaks_on_chart,canadian_digital_song_sales_debut_date,canadian_digital_song_sales_peak_pos,canadian_digital_song_sales_peak_date,canadian_digital_song_sales_weaks_on_chart,lyricfind_u.s._debut_date,lyricfind_u.s._peak_pos,lyricfind_u.s._peak_date,lyricfind_u.s._weaks_on_chart
Whatcha Gonna Do,Music Bank,compilation album,1999,Alice In Chains,173,0.0292,0.388,0.99,1.06e-05,1,0.0637,-4.209,1,0.102,151.494,4,0.536,"Layne Staley, Jerry Cantrell","Alice in Chains, Parashar","Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge","Aggressive, Yearning","Feeling Blue, Loss/Grief",03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Parasite,Music Bank,compilation album,1999,Alice In Chains,261,0.00318,0.399,0.971,1.12e-06,8,0.337,-4.107,1,0.0853,138.942,4,0.398,"Layne Staley, Jerry Cantrell","Alice in Chains, Parashar",Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge",Aggressive,Reflection,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queen of the Rodeo,Music Bank,compilation album,1999,Alice In Chains,278,0.00243,0.155,0.743,0.128,1,0.392,-7.636,1,0.0473,50.465,4,0.369,"Layne Staley, Jett Silver",Mark Naficy,Layne Staley,Pop/Rock,"Alternative Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Hard Rock","Brooding, Visceral, Bleak, Cathartic, Gloomy, Intimate, Melancholy, Reflective, Somber, Wistful, Druggy",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bleed the Freak,Music Bank,compilation album,1999,Alice In Chains,211,0.0012,0.169,0.773,0.0648,5,0.0759,-5.567,0,0.0479,127.104,4,0.409,Jerry Cantrell,"Alice in Chains, Parashar",Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Hostile, Nihilistic, Volatile, Brooding, Gloomy, Theatrical",Motivation,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killing Yourself,Music Bank,compilation album,1999,Alice In Chains,158,0.00424,0.417,0.967,0.0,8,0.371,-4.347,1,0.184,143.105,4,0.233,"Layne Staley, Jerry Cantrell","Alice in Chains, Parashar","Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge","Aggressive, Energetic",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We Die Young,Music Bank,compilation album,1999,Alice In Chains,152,3.82e-05,0.472,0.971,0.00023,1,0.248,-3.635,1,0.0703,125.74,4,0.422,Jerry Cantrell,Dave Jerden,Jerry Cantrell,"Pop/Rock, Electronic","Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Club/Dance, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Brash, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Hostile, Lively, Nihilistic, Volatile, Brooding, Gloomy, Theatrical",Feeling Blue,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man in the Box,Music Bank,compilation album,1999,Alice In Chains,287,0.00112,0.338,0.853,0.0,8,0.0759,-4.589,1,0.0482,106.118,4,0.694,"Layne Staley, Jerry Cantrell",Dave Jerden,"Jerry Cantrell, Sean Kinney, Layne Staley, Mike Starr",Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angry, Angst-Ridden, Bleak, Brooding, Cathartic, Menacing, Aggressive, Confrontational, Urgent, Crunchy, Intense, Ominous, Visceral, Anguished/Distraught, Hostile, Nihilistic, Volatile, Gloomy, Theatrical",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea Of Sorrow,Music Bank,compilation album,1999,Alice In Chains,321,0.00498,0.312,0.907,0.0,11,0.0504,-4.033,1,0.0724,130.681,4,0.324,,,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Visceral, Confident, Volatile, Brooding, Theatrical",Feeling Blue,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Can't Remember,Music Bank,compilation album,1999,Alice In Chains,223,0.00756,0.265,0.822,0.000117,8,0.211,-4.926,1,0.0444,104.287,4,0.196,"Layne Staley, Jerry Cantrell",Dave Jerden,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Melancholy, Volatile, Wistful, Brooding, Gloomy, Theatrical",Feeling Blue,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Love, Hate, Love",Music Bank,compilation album,1999,Alice In Chains,389,0.0341,0.303,0.726,0.000367,8,0.0424,-5.566,1,0.0479,102.528,4,0.158,"Layne Staley, Jerry Cantrell",Dave Jerden,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Melancholy, Nihilistic, Wistful, Brooding, Gloomy, Theatrical",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It Ain't Like That,Music Bank,compilation album,1999,Alice In Chains,278,0.0313,0.426,0.907,0.000136,8,0.243,-4.199,1,0.0415,103.078,4,0.623,"Jerry Cantrell, Sean Kinney",Dave Jerden,"Jerry Cantrell, Sean Kinney, Mike Starr",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Crunchy, Nihilistic, Volatile, Brooding, Gloomy, Theatrical",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Confusion,Music Bank,compilation album,1999,Alice In Chains,345,0.0125,0.197,0.826,0.000406,3,0.0704,-4.713,1,0.0416,71.397,4,0.0982,"Layne Staley, Jerry Cantrell",Dave Jerden,"Jerry Cantrell, Layne Staley, Mike Starr",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Ominous, Visceral, Melancholy, Wistful, Brooding, Gloomy, Theatrical",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rooster,Music Bank,compilation album,1999,Alice In Chains,346,0.0229,0.322,0.568,0.00138,8,0.123,-6.74,1,0.0259,154.351,4,0.181,Jerry Cantrell,"Dave Jerden, Alice in Chains",Jerry Cantrell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Bleak, Cathartic, Gloomy, Hostile, Ominous, Somber, Brooding, Confrontational, Visceral, Nihilistic, Volatile, Angry, Calm/Peaceful, Melancholy, Menacing, Sentimental, Druggy",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Right Turn,Music Bank,compilation album,1999,Alice In Chains,194,0.175,0.505,0.408,0.0,8,0.177,-7.436,1,0.0231,96.405,4,0.245,Jerry Cantrell,"Alice in Chains, Parashar",Jerry Cantrell,,,,,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Got Me Wrong,Music Bank,compilation album,1999,Alice In Chains,249,0.146,0.485,0.915,0.00144,8,0.21,-4.954,1,0.0651,83.45,4,0.215,,,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Menacing, Druggy, Wistful, Brooding, Relaxed, Dreamy, Lively, Melancholy, Pastoral, Poignant, Sentimental, Reflective",In Love,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain When I Die,Music Bank,compilation album,1999,Alice In Chains,362,0.0395,0.409,0.915,0.0013,9,0.117,-5.348,1,0.0988,120.145,3,0.163,"Layne Staley, Jerry Cantrell, Sean Kinney","Dave Jerden, Alice in Chains","Jerry Cantrell, Sean Kinney, Layne Staley, Mike Starr",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fear The Voices,Music Bank,compilation album,1999,Alice In Chains,297,0.04,0.281,0.953,0.000298,4,0.148,-5.376,1,0.0848,101.15,4,0.345,,,"Jerry Cantrell, Layne Staley, Mike Starr",Pop/Rock,"Alternative/Indie Rock, Grunge",Aggressive,Reflection,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Them Bones,Music Bank,compilation album,1999,Alice In Chains,149,0.0255,0.156,0.956,9.64e-05,9,0.313,-4.578,1,0.0623,165.217,1,0.345,Jerry Cantrell,"Dave Jerden, Alice in Chains",Jerry Cantrell,Pop/Rock,"Grunge, Alternative/Indie Rock, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dam That River,Music Bank,compilation album,1999,Alice In Chains,189,0.00957,0.424,0.934,0.0,6,0.44,-4.19,0,0.0722,124.317,4,0.488,Jerry Cantrell,"Dave Jerden, Alice in Chains",Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sickman,Music Bank,compilation album,1999,Alice In Chains,329,0.018,0.279,0.948,0.00495,1,0.0971,-4.416,1,0.119,140.916,3,0.235,"Layne Staley, Jerry Cantrell","Dave Jerden, Alice in Chains","Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Aggressive, Angry, Gloomy, Menacing, Druggy",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junkhead,Music Bank,compilation album,1999,Alice In Chains,310,0.000132,0.278,0.762,0.000141,4,0.137,-5.437,1,0.0379,138.74,4,0.299,"Layne Staley, Jerry Cantrell","Alice in Chains, Parashar","Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dirt,Music Bank,compilation album,1999,Alice In Chains,316,0.0232,0.24,0.963,4.38e-06,1,0.154,-3.484,1,0.0867,113.578,4,0.174,"Layne Staley, Jerry Cantrell","Dave Jerden, Alice in Chains","Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Volatile, Angry, Gloomy, Melancholy, Somber, Druggy",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
God Smack,Music Bank,compilation album,1999,Alice In Chains,230,0.063,0.496,0.969,1.26e-05,10,0.158,-3.881,0,0.111,124.055,4,0.178,,,"Jerry Cantrell, Mike Inez, Sean Kinney, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Gland,Music Bank,compilation album,1999,Alice In Chains,43,0.354,0.0755,0.44,0.105,3,0.603,-5.641,1,0.0442,81.158,1,0.524,Jerry Cantrell,"Dave Jerden, Alice in Chains",Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angry Chair,Music Bank,compilation album,1999,Alice In Chains,287,0.0731,0.315,0.972,1.2e-06,8,0.0594,-3.845,1,0.111,107.388,4,0.123,Layne Staley,"Dave Jerden, Alice in Chains",Layne Staley,Pop/Rock,"Grunge, Alternative/Indie Rock, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Nihilistic, Volatile, Angry, Eerie, Gloomy, Menacing, Paranoid, Druggy",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lying Season,Music Bank,compilation album,1999,Alice In Chains,199,0.000169,0.204,0.913,0.00857,1,0.041,-5.226,1,0.054,101.886,4,0.332,"Layne Staley, Jerry Cantrell","Alice in Chains, Parashar","Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge","Brooding, Yearning",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Would?,Music Bank,compilation album,1999,Alice In Chains,207,0.00621,0.295,0.926,0.00051,6,0.0694,-5.438,1,0.0648,100.231,4,0.442,Jerry Cantrell,"Alice in Chains, Parashar",Jerry Cantrell,Pop/Rock,"Alternative Metal , Grunge , Alternative/Indie Rock, Alternative Pop/Rock, Hard Rock, Heavy Metal","Anguished/Distraught, Brooding, Bleak, Hostile, Intense, Menacing, Ominous, Angry, Angst-Ridden, Cathartic, Confrontational, Visceral, Nihilistic, Volatile, Cold, Gloomy, Somber, Druggy, Aggressive, Eerie",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brother,Music Bank,compilation album,1999,Alice In Chains,267,0.384,0.45,0.541,4.95e-05,1,0.105,-6.823,1,0.0269,91.556,4,0.276,Jerry Cantrell,"Alice in Chains, Parashar",Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Reflective",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Am I Inside,Music Bank,compilation album,1999,Alice In Chains,308,0.872,0.413,0.32,0.0019,1,0.11,-8.987,1,0.0271,95.816,4,0.0477,"Layne Staley, Jerry Cantrell","Alice in Chains, Parashar","Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge",Brooding,,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
