track_title,track_composers,track_genres,track_styles,track_moods,track_themes,album_title,album_release_date,album_duration,album_styles,album_recording_date,album_recording_location,album_moods,album_themes,album_rating
Again,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,Greatest Hits,2001,44:37,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",3.0
Rotten Apple,,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Ominous, Reflective",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
Nutshell,,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Reflective",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
I Stay Away,,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Gloomy, Ominous, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Bleak, Eerie, Reflective",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
No Excuses,,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Ominous, Reflective",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
Whale & Wasp,,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Ominous, Reflective",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
Don't Follow,,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Melancholy, Visceral, Wistful, Gloomy, Bittersweet, Intimate, Poignant, Sentimental, Reflective",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
Swing on This,,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Ominous, Reflective",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
We Die Young,,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Brash, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Hostile, Nihilistic, Volatile, Brooding, Gloomy, Theatrical",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
Man in the Box,,Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angry, Angst-Ridden, Bleak, Brooding, Cathartic, Menacing, Aggressive, Confrontational, Urgent, Crunchy, Intense, Ominous, Visceral, Anguished/Distraught, Hostile, Nihilistic, Volatile, Gloomy, Theatrical",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
Sea of Sorrow,,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Visceral, Confident, Volatile, Brooding, Theatrical",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
Bleed the Freak,,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Hostile, Nihilistic, Volatile, Brooding, Gloomy, Theatrical",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
I Can't Remember,,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Melancholy, Volatile, Wistful, Brooding, Gloomy, Theatrical",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
"Love, Hate, Love",,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Melancholy, Nihilistic, Wistful, Brooding, Gloomy, Theatrical",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
It Ain't Like That,"Jerry Cantrell, Sean Kinney, Mike Starr",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Crunchy, Nihilistic, Volatile, Brooding, Gloomy, Theatrical",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
Sunshine,,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Crunchy, Melancholy, Nihilistic, Volatile, Wistful, Brooding, Gloomy, Theatrical",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
Put You Down,,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Brash, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Hostile, Nihilistic, Volatile, Brooding, Gloomy, Theatrical",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
Confusion,"Jerry Cantrell, Layne Staley, Michael Starr",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Ominous, Visceral, Melancholy, Wistful, Brooding, Gloomy, Theatrical",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
I Know Somethin' (Bout You),,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Brash, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Hostile, Nihilistic, Volatile, Brooding, Gloomy, Theatrical",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
Real Thing,,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Brash, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Hostile, Nihilistic, Volatile, Brooding, Gloomy, Theatrical",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
Them Bones,Jerry Cantrell,Pop/Rock,"Grunge, Alternative/Indie Rock, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
Dam That River,,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
Rain When I Die,,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
Sickman,,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Aggressive, Angry, Gloomy, Menacing, Druggy",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
Rooster,,Pop/Rock,"Alternative Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Bleak, Cathartic, Gloomy, Hostile, Ominous, Somber, Brooding, Confrontational, Visceral, Nihilistic, Volatile, Angry, Melancholy, Menacing, Druggy",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
Junkhead,,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
Dirt,,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Volatile, Angry, Gloomy, Melancholy, Somber, Druggy",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
God Smack,,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
Hate to Feel,,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
Angry Chair,,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Nihilistic, Volatile, Angry, Eerie, Gloomy, Menacing, Paranoid, Druggy",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
Down in a Hole,,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
Would?,,Pop/Rock,"Alternative Metal, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Bleak, Intense, Menacing, Ominous, Angry, Angst-Ridden, Cathartic, Aggressive",,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
[Untitled Hidden Track],,,,,,Jar of Flies/Facelift/Dirt,2001,02:22:21,Alternative/Indie RockGrungeAlternative Pop/RockAlternative MetalHeavy Metal,,,"Aggressive, Angst-Ridden, Bitter, Bleak, Yearning, Urgent, Angry, Gloomy, Searching, Ambitious, Brooding, Sad, Bittersweet, Harsh, Hostile","Breakup, Drinking, Empowerment, Introspection, Late Night, Victory",4.0
We Die Young,Jerry Cantrell,"Pop/Rock, Electronic","Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Club/Dance, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Brash, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Hostile, Lively, Nihilistic, Volatile, Brooding, Gloomy, Theatrical",Feeling Blue,Nothing Safe/Music Bank,2003,02:05:13,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Man in the Box,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angry, Angst-Ridden, Bleak, Brooding, Cathartic, Menacing, Aggressive, Confrontational, Urgent, Crunchy, Intense, Ominous, Visceral, Anguished/Distraught, Hostile, Nihilistic, Volatile, Gloomy, Theatrical",,Nothing Safe/Music Bank,2003,02:05:13,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Sea of Sorrow,,,,,,Nothing Safe/Music Bank,2003,02:05:13,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Would?,Jerry Cantrell,Pop/Rock,"Alternative Metal , Grunge , Alternative/Indie Rock, Alternative Pop/Rock, Hard Rock, Heavy Metal","Anguished/Distraught, Brooding, Bleak, Hostile, Intense, Menacing, Ominous, Angry, Angst-Ridden, Cathartic, Confrontational, Visceral, Nihilistic, Volatile, Cold, Gloomy, Somber, Druggy, Aggressive, Eerie",,Nothing Safe/Music Bank,2003,02:05:13,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Them Bones,Jerry Cantrell,Pop/Rock,"Grunge, Alternative/Indie Rock, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,Nothing Safe/Music Bank,2003,02:05:13,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Angry Chair,Layne Staley,Pop/Rock,"Grunge, Alternative/Indie Rock, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Nihilistic, Volatile, Angry, Eerie, Gloomy, Menacing, Paranoid, Druggy",,Nothing Safe/Music Bank,2003,02:05:13,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Rooster,Jerry Cantrell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Bleak, Cathartic, Gloomy, Hostile, Ominous, Somber, Brooding, Confrontational, Visceral, Nihilistic, Volatile, Angry, Calm/Peaceful, Melancholy, Menacing, Sentimental, Druggy",,Nothing Safe/Music Bank,2003,02:05:13,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
