track_title,album_title,album_release_date,track_composers,track_genres,track_styles,track_moods,track_themes,album_duration,album_styles,album_recording_date,album_recording_location,album_moods,album_themes,album_rating
Get on the Snake,The Classic Album Selection,2012,"Chris Cornell, Kim Thayil",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Earnest, Literate, Self-Conscious, Tense/Anxious, Urgent, Bitter, Acerbic, Organic, Snide, Confrontational","Imagination, Drinking",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Full On Kevin's Mom,The Classic Album Selection,2012,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Bitter, Acerbic, Organic, Snide, Somber, Anguished/Distraught, Cerebral, Dreamy","Imagination, Guys Night Out",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Loud Love,The Classic Album Selection,2012,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Earnest, Gloomy, Harsh, Literate, Self-Conscious, Tense/Anxious, Urgent, Bitter, Acerbic, Organic, Snide, Cerebral, Ominous","Imagination, In Love",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
I Awake,The Classic Album Selection,2012,"K. McDonald, Hiro Yamamoto",,,,,05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
No Wrong No Right,The Classic Album Selection,2012,"Chris Cornell, Hiro Yamamoto",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Bitter, Acerbic, Organic, Snide, Somber, Anguished/Distraught, Cerebral, Dreamy",Imagination,05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Uncovered,The Classic Album Selection,2012,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Bitter, Organic, Snide, Angst-Ridden, Cerebral",Imagination,05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Big Dumb Sex,The Classic Album Selection,2012,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Bitter, Organic, Snide, Angst-Ridden, Cerebral",Imagination,05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Full On (Reprise),The Classic Album Selection,2012,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Earnest, Gloomy, Literate, Tense/Anxious, Urgent, Bitter, Organic, Snide, Angst-Ridden, Cerebral, Humorous","Imagination, Guys Night Out, Drinking",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Rusty Cage,The Classic Album Selection,2012,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative/Indie Rock, Grunge, Heavy Metal","Confrontational, Intense, Reflective, Aggressive, Cathartic, Dramatic, Menacing, Visceral, Angst-Ridden, Fiery, Harsh, Plaintive, Uncompromising","Empowerment, Freedom, Motivation, Victory, Exercise/Workout, Guys Night Out, Hanging Out, Homecoming, Revolution, Sports, The Great Outdoors, Cool & Cocky",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Outshined,The Classic Album Selection,2012,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Grunge, Heavy Metal, Alternative/Indie Rock","Angst-Ridden, Bitter, Paranoid, Self-Conscious, Cerebral, Gloomy, Ominous, Suffocating, Tense/Anxious, Urgent, Aggressive, Fiery, Harsh, Literate, Snide, Acerbic, Confrontational, Earnest, Organic, Hostile, Volatile","Empowerment, Exercise/Workout, Feeling Blue, Guys Night Out, Motivation, Sports",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Slaves & Bulldozers,The Classic Album Selection,2012,"Chris Cornell, Ben Shepherd",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Imagination, Guys Night Out, In Love, Introspection, Reflection",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Jesus Christ Pose,The Classic Album Selection,2012,"Matt Cameron, Chris Cornell, Ben Shepherd, Kim Thayil",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock, Stoner Metal","Angst-Ridden, Anguished/Distraught, Bleak, Brooding, Confrontational, Fierce, Gloomy, Harsh, Hostile, Intense, Nihilistic, Ominous, Somber, Tense/Anxious, Uncompromising, Unsettling, Urgent, Visceral, Rebellious","Loss/Grief, Politics/Society, Scary Music",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Face Pollution,The Classic Album Selection,2012,"Chris Cornell, Ben Shepherd",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Confrontational, Paranoid, Earnest, Fiery, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Organic, Self-Conscious","Exercise/Workout, Guys Night Out",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Somewhere,The Classic Album Selection,2012,Ben Shepherd,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Paranoid, Cerebral, Earnest, Harsh, Hostile, Self-Conscious, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Confrontational, Acerbic, Angst-Ridden, Fiery, Organic, Snide",,05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Searching with My Good Eye Closed,The Classic Album Selection,2012,Chris Cornell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Introspection, Reflection",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Room a Thousand Years Wide,The Classic Album Selection,2012,"Matt Cameron, Kim Thayil",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Cerebral, Paranoid, Anguished/Distraught, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Confrontational, Dramatic, Gloomy, Literate, Intense, Snide, Acerbic, Angst-Ridden, Fiery, Organic, Self-Conscious","Imagination, Solitude",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Mind Riot,The Classic Album Selection,2012,Chris Cornell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Imagination, Guys Night Out, Introspection, Reflection",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Drawing Flies,The Classic Album Selection,2012,"Matt Cameron, Chris Cornell",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Angst-Ridden, Bitter, Paranoid, Self-Conscious, Cerebral, Suffocating, Tense/Anxious, Urgent, Aggressive, Gloomy, Literate, Snide, Acerbic, Confrontational, Earnest, Fiery, Organic, Hostile, Volatile, Harsh","Imagination, Introspection, Reflection",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Holy Water,The Classic Album Selection,2012,Chris Cornell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Self-Conscious, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic","Imagination, Guys Night Out, Introspection, Reflection",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
New Damage,The Classic Album Selection,2012,"Matt Cameron, Chris Cornell, Kim Thayil",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Imagination, Guys Night Out, Introspection, Reflection",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Let Me Drown,The Classic Album Selection,2012,Chris Cornell,Pop/Rock,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge","Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Angst-Ridden, Fiery, Gloomy, Self-Conscious, Bitter, Literate, Paranoid, Snide, Acerbic, Cerebral, Confrontational, Organic, Harsh, Earnest","Imagination, Introspection, Reflection, School",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
My Wave,The Classic Album Selection,2012,"Chris Cornell, Kim Thayil",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Bravado, Cathartic, Dramatic, Fierce, Fiery, Intense, Raucous, Rousing, Swaggering, Trippy, Urgent, Visceral","At the Beach, Cool & Cocky, Empowerment, Hanging Out, Late Night, Night Driving, Road Trip, Summer, TGIF, The Great Outdoors, Freedom, Guys Night Out, Politics/Society, Sports",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Fell on Black Days,The Classic Album Selection,2012,Chris Cornell,Pop/Rock,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge","Angst-Ridden, Bleak, Gloomy, Nihilistic, Paranoid, Somber, Tense/Anxious, Ominous, Brooding, Detached, Hostile, Menacing, Reflective, Theatrical, Eerie, Intense, Manic, Poignant, Sad","Drinking, Feeling Blue, Heartache, Introspection, Late Night, Loss/Grief, Regret, Scary Music, Solitude, Winter",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Mailman,The Classic Album Selection,2012,"Matt Cameron, Chris Cornell",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Fiery, Gloomy, Tense/Anxious, Angst-Ridden, Confrontational, Harsh, Hostile, Urgent, Volatile, Literate, Paranoid, Snide, Acerbic, Aggressive, Cerebral, Earnest, Organic, Self-Conscious",Solitude,05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Superunknown,The Classic Album Selection,2012,"Chris Cornell, Kim Thayil",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Imagination, Introspection, Reflection",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Head Down,The Classic Album Selection,2012,Ben Shepherd,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Imagination, Introspection, Politics/Society, Reflection",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Black Hole Sun,The Classic Album Selection,2012,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Grunge, Heavy Metal, Alternative/Indie Rock, Hard Rock","Angst-Ridden, Bleak, Gloomy, Nihilistic, Paranoid, Somber, Tense/Anxious, Ominous, Brooding, Detached, Hostile, Menacing, Reflective, Theatrical, Eerie, Intense, Manic, Poignant, Sad","Drinking, Feeling Blue, Heartache, Introspection, Late Night, Loss/Grief, Regret, Scary Music, Solitude, Winter",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Spoonman,The Classic Album Selection,2012,Chris Cornell,Pop/Rock,"Grunge, Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Heavy Metal, Hard Rock","Aggressive, Confident, Energetic, Celebratory, Fiery, Tense/Anxious, Harsh, Intense, Menacing, Rambunctious, Uncompromising, Volatile","Sports, Victory, Guys Night Out, Imagination, The Great Outdoors, Exercise/Workout, Hanging Out, Partying, Politics/Society, Summer, TGIF",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Limo Wreck,The Classic Album Selection,2012,"Matt Cameron, Chris Cornell, Kim Thayil",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Imagination, Introspection, Politics/Society, Reflection",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
The  Day I Tried to Live,The Classic Album Selection,2012,Chris Cornell,Pop/Rock,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge","Angst-Ridden, Bleak, Gloomy, Nihilistic, Paranoid, Somber, Tense/Anxious, Ominous, Brooding, Detached, Hostile, Menacing, Reflective, Theatrical, Eerie, Intense, Manic, Poignant, Sad","Drinking, Feeling Blue, Heartache, Introspection, Late Night, Loss/Grief, Politics/Society, Regret, Scary Music, Solitude, Winter",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Kickstand,The Classic Album Selection,2012,"Chris Cornell, Kim Thayil",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Imagination, Introspection, Reflection",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
Fresh Tendrils,The Classic Album Selection,2012,"Matt Cameron, Chris Cornell",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Imagination, Introspection, Reflection",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
4th of July,The Classic Album Selection,2012,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Imagination, Introspection, Politics/Society, Reflection",05:27:58,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1989,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic, Aggressive, Brooding, Confrontational, Intense, Rousing, Street-Smart, Swaggering, Urgent, Virile","Anger/Hostility, Cool & Cocky, Drinking, Drugs, Late Night, Motivation, Night Driving, Nighttime, Open Road, Road Trip",4.0
